run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,0,0.1,1,15.94,0.08035,0.020550000000000002,0.0598,0.1009,0.0964,0.016049999999999995,0.0781,0.095,0.7926,0.2422911439983875,0.7947,0.28796740656842873,0.08035,mobilenet,0.1009,0.093,4.116043135185134,4.030483334240588,0.08555980732092973,mobilenet,0.0598,0.0632,4.131084344265136,4.045596080070192,0.08548825920892837,4500000.0,0.0,18000000.0,18000000.0,36000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,1,0.1,1,14.13,0.15115,0.00845,0.1427,0.1596,0.1626,0.011449999999999988,0.1464,0.155,0.5228,0.5802907671237085,0.5236,0.5747618260641825,0.15115,mobilenet,0.1427,0.139,3.6595347889445047,3.537160788070072,0.12237400100143118,mobilenet,0.1596,0.1538,3.658649768680334,3.5360714976083147,0.12257827250075272,4500000.0,0.0,18000000.0,36000000.0,72000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,2,0.1,1,14.19,0.1205,0.0317,0.0888,0.1522,0.1443,0.023800000000000016,0.1135,0.1382,0.8494,0.2494930504466637,0.8532,0.28366159455844314,0.1205,mobilenet,0.1522,0.1398,3.3845427723770793,3.2340512905608523,0.1504914819326421,mobilenet,0.0888,0.0872,3.383485578677871,3.2326679978181017,0.1508175796427002,4500000.0,0.0,18000000.0,54000000.0,108000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,3,0.1,1,14.16,0.18030000000000002,0.0281,0.1522,0.2084,0.2078,0.027499999999999997,0.17720000000000002,0.202,0.7172,0.4143405064558192,0.7107,0.41522585041310506,0.18030000000000002,mobilenet,0.1522,0.1456,3.151280430907553,2.9652909514578907,0.18598948486826636,mobilenet,0.2084,0.2088,3.1592523245648905,2.9734490009194072,0.18580332165583968,4500000.0,0.0,18000000.0,72000000.0,144000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,4,0.1,1,13.84,0.23505,0.010050000000000003,0.225,0.2451,0.2549,0.019850000000000007,0.2318,0.2484,0.584,0.5412353806173622,0.5866,0.5464405089773448,0.23505,mobilenet,0.2451,0.2392,3.005251191217791,2.7968427650630474,0.20840842456726189,mobilenet,0.225,0.2244,3.0092403929341924,2.800988297909498,0.20825209208256143,4500000.0,0.0,18000000.0,90000000.0,180000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,5,0.1,1,14.43,0.258,0.024800000000000003,0.2332,0.2828,0.2782,0.020199999999999996,0.2548,0.2806,0.581,0.5389902935256069,0.5898,0.5369113264842698,0.258,mobilenet,0.2332,0.236,2.9233594421635973,2.6988347362388265,0.2245247094172307,mobilenet,0.2828,0.2736,2.9271179363131523,2.7025048292495986,0.22461310632272877,4500000.0,0.0,18000000.0,108000000.0,216000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,6,0.1,1,14.27,0.2717,0.01150000000000001,0.2602,0.2832,0.2881,0.016400000000000026,0.27080000000000004,0.2904,0.5512,0.5855904938063609,0.5526,0.5752378062012946,0.2717,mobilenet,0.2832,0.2802,2.863578873601827,2.6207399405539036,0.24283892805264753,mobilenet,0.2602,0.2614,2.868671428073536,2.626128516075286,0.24254291627386754,4500000.0,0.0,18000000.0,126000000.0,252000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,7,0.1,1,14.12,0.22415000000000002,0.00205000000000001,0.2221,0.2262,0.2396,0.015449999999999992,0.2241,0.2338,0.6258,0.4945458817099255,0.629,0.519617901144033,0.22415000000000002,mobilenet,0.2262,0.2216,2.801749704236334,2.5443266572600063,0.25742304752665485,mobilenet,0.2221,0.2266,2.8054176816208796,2.547933643175797,0.2574840395457365,4500000.0,0.0,18000000.0,144000000.0,288000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,8,0.1,1,14.31,0.28475,0.04425000000000001,0.2405,0.329,0.3108,0.026050000000000018,0.2777,0.3044,0.5986,0.5245335503757231,0.597,0.5053363758562268,0.28475,mobilenet,0.2405,0.2386,2.7746418521485547,2.5061212121085688,0.2685206432149492,mobilenet,0.329,0.3168,2.775295098058202,2.5063770933246072,0.26891800098713825,4500000.0,0.0,18000000.0,162000000.0,324000000.0
mobilenetx2_cifar100_K2_dml_seed0005_d001,d001,mobilenet:2,cifar100,2,dml,dml,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,9,0.1,1,14.16,0.31315,0.0020499999999999963,0.3111,0.3152,0.3492,0.036050000000000026,0.3096,0.348,0.5922,0.49569263872745184,0.6029,0.4869841190615526,0.31315,mobilenet,0.3111,0.3114,2.7395944608883425,2.4660177782855253,0.27357668497345666,mobilenet,0.3152,0.3078,2.7360574779185383,2.4624107772992416,0.27364670119079,4500000.0,0.0,18000000.0,180000000.0,360000000.0
